Insulation Type,Insulation Thickness,Size,Count,Length,Area,Surface Area
Duct Wrap,25 mm,350x200,1.0,15.15,16.665,0.0
Duct Wrap,25 mm,450x550,1.0,8.212,16.424,0.0
Duct Wrap,25 mm,500x500,1.0,29.843,59.685,0.0
Duct Wrap,25 mm,800x500,1.0,0.56,1.455,0.0
Duct Wrap,25 mm,850x550,1.0,11.715,32.801,0.0
Duct Wrap,25 mm,950x500,1.0,9.897,28.7,0.0
Duct Wrap,25 mm,1000x1000,1.0,0.303,1.21,0.0
Duct Wrap,25 mm,1200x800,1.0,0.453,1.81,0.0
Duct Wrap,25 mm,1700x550,1.0,4.296,19.332,0.0
